,address,code,name,state,zone,coordinates
4648,"MDR 61, Rajasthan",KNAR,KHANPUR AHIR,Rajasthan,NWR,"[76.589847, 27.911754000000002]"
4649,"Kolhapur, Maharashtra",KOP,C SHAHU M RAJ KOLHAPUR TERM,Maharashtra,CR,"[74.237695, 16.70257]"
4650,"Baren, Rajasthan",KOLI,KESHOLI,Rajasthan,WCR,"[76.790369, 24.727194]"
4651,"Satuna, Maharashtra",DGPP,DHENGLI PP GOAN,Maharashtra,SCR,"[76.49169, 19.406622]"
4652,"Kothari, Chhattisgarh",KTHD,Kothari Road,Chhattisgarh,SECR,"[82.70858000000001, 22.156964000000002]"
4653,"Khambhalia, Gujarat",KMBL,KHAMBHALIYA,Gujarat,WR,"[69.657344, 22.217513]"
4654,"Kirandul, Chhattisgarh",KRDL,Kirandul,Chhattisgarh,ECoR,"[81.25813099999999, 18.757486]"
4655,"Jamnagar, Gujarat",KNLS,KANALAS JN,Gujarat,WR,"[69.896549, 22.319955]"
4656,"Thrithala, Kerala",KODN,KODUMUNDA,Kerala,SR,"[76.1428790756, 10.816930512899999]"
4657,"Panipat, Haryana",KSDE,KARSINDHU,Haryana,NR,"[76.731866, 29.392008]"
4658,"Nalanda, Bihar",KSC,KASHI CHAK,Bihar,ECR,"[85.718754, 25.070798999999997]"
4659,,DGNH,DERGAON HALT,,?,"[85.75131900000001, 25.088974]"
4660,"Chauhan Rd, Uttar Pradesh",KRYA,KURRAIYA,Uttar Pradesh,NER,"[80.24421199999999, 28.416819]"
4661,"Chhapi, Gujarat",KRJD,KARJODA,Gujarat,NWR,"[72.45567100000001, 24.218469000000002]"
4662,"State Highway 57, Uttar Pradesh",KPKI,QASIMPUR KHERI,Uttar Pradesh,NR,"[77.28593, 29.182769999999998]"
4663,"National Highway 16, Chhattisgarh",KMSD,Kumar Sadra,Chhattisgarh,ECoR,"[81.671506, 18.912986]"
4664,"MDR 10E, Uttar Pradesh",KPE,Kauwapur,Uttar Pradesh,NER,"[82.2979015082, 27.5158216097]"
4665,"State Highway 59, Gujarat",KSUA,Kashipura,Gujarat,WR,"[73.170262, 23.120701]"
4666,"Karepally, Andhra Pradesh",KRA,Karepalli,Andhra Pradesh,SCR,"[80.27186499999999, 17.511408000000003]"
4667,"State Highway 216, Gujarat",KTRD,Katosan Road,Gujarat,WR,"[72.246237, 23.409181]"
4668,"Kolkata, West Bengal",DHK,Dhakuria,West Bengal,ER,"[88.371504, 22.51554]"
4669,"Kalanwali, Haryana",KNL,Kalanwali,Haryana,NWR,"[74.97985, 29.835057]"
4670,"Bhiwani Distt., Haryana",LHU,Loharu,Haryana,NWR,"[75.801613, 28.427051]"
4671,"Dhindhora, Rajasthan",DNHK,DHINDHORA HKMKD,Rajasthan,WCR,"[77.103482, 26.803925]"
4672,"Muttalageri, Karnataka",LKY,LAKHMAPUR,Karnataka,SWR,"[75.627712, 15.870282]"
4673,"Loharpurwa, Uttar Pradesh",LPW,Loharpurwa,Uttar Pradesh,NER,"[83.268484, 27.082641]"
4674,"Lunsu, Himachal Pradesh",LNS,LUNSU HALT,Himachal Pradesh,NR,"[76.1797, 32.018944]"
4675,"Lehra Railway Station Rd, Uttar Pradesh",LER,Lehra,Uttar Pradesh,NER,"[83.23414199999999, 27.161243]"
4676,"Kharwa, Rajasthan",MKRA,MAKRERA,Rajasthan,NWR,"[74.5333715979, 26.310925310800002]"
4677,"Solapur, Maharashtra",LHN,LACHYAN,Maharashtra,SWR,"[75.9717014606, 17.2795737583]"
4678,"State Highway 161, Maharashtra",LAUL,LAUL,Maharashtra,CR,"[75.3950100488, 18.0338728828]"
4679,"National Highway 28, Bihar",KVC,KAPARPURA,Bihar,ECR,"[85.309233, 26.179892000000002]"
4680,"Najafkhan Rd, Delhi NCT",LDCY,LODI COLONY,Delhi NCT,NR,"[77.216548, 28.579455000000003]"
4681,"National Highway 79, Rajasthan",MDPA,MANDPIYA,Rajasthan,NWR,"[74.63571300000001, 25.261369]"
4682,"Katni, Madhya Pradesh",KTE,KATNI,Madhya Pradesh,WCR,"[80.400543, 23.833385]"
4683,"Kareli, Madhya Pradesh",KY,KARELI,Madhya Pradesh,WCR,"[79.066765, 22.932344]"
4684,"Rayalaseema Region, Andhra Pradesh",LMD,LINGANENIDODDI,Andhra Pradesh,SCR,"[77.703397, 15.399929]"
4685,"Washim, Maharashtra",KXX,KATA ROAD,Maharashtra,SCR,"[77.11088000000001, 20.187338999999998]"
4686,"National Highway 75, Madhya Pradesh",KURJ,KHAJURAHO,Madhya Pradesh,NCR,"[79.8900217, 24.7969839]"
4687,"National Highway 63, Karnataka",LKT,HULKOTI,Karnataka,SWR,"[75.531958, 15.434667000000001]"
4688,"National Highway 75, Jharkhand",LAD,Lohardaga,Jharkhand,SER,"[84.70733, 23.445967]"
4689,"haveri, Karnataka",KVS,KALSUR,Karnataka,SWR,"[75.40095653559999, 14.888042065499999]"
4690,"Khagraghat - Chowrigacha, West Bengal",KZPR,KAZIPARA,West Bengal,ER,"[88.188491, 23.909854000000003]"
4691,"Lumding. Ph:-03674-263366, Assam",LMG,LUMDING JN,Assam,NFR,"[93.17660000000001, 25.750035999999998]"
4692,"Ajmer, Rajasthan",LR,LADPURA,Rajasthan,NWR,"[74.728726, 26.504385]"
4693,"Khuda, Punjab",KZX,KHUDDA KORALA,Punjab,NR,"[75.647484, 31.729693]"
4694,"Mahajan, Rajasthan",MHJ,MAHAJAN,Rajasthan,NWR,"[73.85366599999999, 28.793007]"
4695,"Lukhransar, Rajasthan",LKS,LUNKARANSAR,Rajasthan,NWR,"[73.743155, 28.493395]"
4696,,MJBT,MAJBAT,,,"[92.287814, 26.784587]"
4697,"Luni, Rajasthan",LUNI,LUNI JN,Rajasthan,NWR,"[73.003175, 26.001255999999998]"
4698,"Kanpur Nagar, Uttar Pradesh",KTRR,Kathara Road,Uttar Pradesh,NCR,"[80.228735, 26.310011]"
4699,"MDR 106W, Uttar Pradesh",KWW,Kuswa,Uttar Pradesh,NCR,"[78.40369700000001, 27.473814]"
4700,"Kudal, Maharashtra",KUDL,KUDAL,Maharashtra,KR,"[73.67813000000001, 16.017651]"
4701,"Calicut, Kerala",KUL,KALLAYI,Kerala,SR,"[75.788884, 11.234606999999999]"
4702,"Krishna, Andhra Pradesh",KVM,Kavutaram,Andhra Pradesh,SCR,"[81.069608, 16.328919999999997]"
4703,"Mandya District, Karnataka",MAD,MADDUR,Karnataka,SWR,"[77.049522, 12.604742]"
4704,"Adampur, Punjab",KUPR,Khurdpur,Punjab,NR,"[75.72317, 31.424854]"
4705,,BDYR,Bidyadabri,,,"[89.767506, 26.271855000000002]"
4706,"Hardoi, Uttar Pradesh",MAH,Madhoganj,Uttar Pradesh,NR,"[80.135457, 27.117963000000003]"
4707,"Ooty, Tamil Nadu",LOV,Lovedale,Tamil Nadu,SR,"[76.704285, 11.382403]"
4708,"Madhubani, Bihar",LKQ,Laukaha Bazar,Bihar,ECR,"[86.463013, 26.543198]"
4709,"Salem district, Tamil Nadu",KVLR,Karuvalli,Tamil Nadu,SWR,"[78.027912, 11.831114000000001]"
4710,"State Highway 56, Rajasthan",LSG,Lawa Sardargarh,Rajasthan,NWR,"[73.948453, 25.272755999999998]"
4711,"Vikash Village, Bihar",MJL,MAJHOWLIA,Bihar,ECR,"[84.619139, 26.802772]"
4712,,JML,Jumnal,,,"[75.7141335645, 16.723002286099998]"
4713,"Samdhari, Rajasthan",MNKB,MIYONKA BARA,Rajasthan,NWR,"[72.728511, 25.872726999999998]"
4714,"North Cachar Hills, Assam",MBG,MAIBANG,Assam,NFR,"[93.13537099999999, 25.30497]"
4715,"Guntakal, Andhra Pradesh",MKR,MADDIKERA,Andhra Pradesh,SCR,"[77.411496, 15.256635000000001]"
4716,"Mandapam, Tamil Nadu",MC,MANDAPAM CAMP,Tamil Nadu,SR,"[79.134997, 9.281533]"
4717,"Latur, Maharashtra",LUR,LATUR,Maharashtra,CR,"[76.55604899999999, 18.429166]"
4718,"Manjhra Purab, Uttar Pradesh",MJPB,Manjhra Purab,Uttar Pradesh,NER,"[81.160402, 28.300646]"
4719,"SH 3, Maharashtra",LTRR,LATUR ROAD,Maharashtra,SCR,"[76.845289, 18.506494]"
4720,"Jodhpur, Rajasthan",MKHR,MARWAR KHARA,Rajasthan,NWR,"[72.1300715057, 27.060569440800002]"
4721,"Mahbubabad, Andhra Pradesh",MABD,MAHBUBABAD,Andhra Pradesh,SCR,"[79.999792, 17.597561]"
4722,"Mangilya, Madhya Pradesh",MGG,MANGLIYA GAON,Madhya Pradesh,WR,"[75.91805099999999, 22.815074]"
4723,"Mugalolli, Karnataka",MGL,MANGELA,Karnataka,?,"[75.74938300000001, 16.223191]"
4724,"Mandsaur, Madhya Pradesh",MDS,MANDASOR,Madhya Pradesh,WR,"[75.07634300000001, 24.075937000000003]"
4725,"National Highway 79, Rajasthan",MAKH,MOKHAMPURA,Rajasthan,NWR,"[74.68323000000001, 26.030315]"
4726,"Mariahu, Uttar Pradesh",MAY,MARIAHU,Uttar Pradesh,NR,"[82.598166, 25.597006]"
4727,"Panipat, Haryana",MLDE,MADLAUDA,Haryana,NR,"[76.809711, 29.399824]"
4728,"Rangareddy, Andhra Pradesh",MED,MEDCHAL,Andhra Pradesh,SCR,"[78.474557, 17.639335]"
4729,"Medak, Andhra Pradesh",ME,MASAIPET,Andhra Pradesh,SCR,"[78.4669570667, 17.8805365542]"
4730,"Sangli, Maharashtra",MDVR,MADHAVNAGAR,Maharashtra,CR,"[74.575493, 16.886605]"
4731,"Obra, Uttar Pradesh",KDRD,KHULDIL ROAD,Uttar Pradesh,ECR,"[82.86161, 24.368371999999997]"
4732,"Mangaliyawas, Rajasthan",MLI,MANGALIYAWAS,Rajasthan,NWR,"[74.492705, 26.278197000000002]"
4733,"National Highway 31C, West Bengal",MDT,MADARIHAT,West Bengal,NFR,"[89.274559021, 26.694551388]"
4734,"Saran, Bihar",DWDI,Dighwa Dubauli,Bihar,NER,"[84.7432486377, 26.2652295458]"
4735,"Mahuva, Gujarat",MHV,MAHUVA JN,Gujarat,WR,"[71.756011, 21.09412]"
4736,"Mahtha Bazar, Uttar Pradesh",MHBZ,Mahtha Bazar,Uttar Pradesh,NER,"[82.957379, 27.391561]"
4737,"National Highway 29, Uttar Pradesh",MIM,Maniram,Uttar Pradesh,NER,"[83.342407, 26.838267]"
4738,"State Highway 26, Haryana",MBV,Mirzapur Bachhaud,Haryana,NWR,"[76.198447, 28.077937000000002]"
4739,"National Highway 9 Daund, Maharashtra",MDDG,Malad Gaon,Maharashtra,CR,"[74.596581, 18.36212]"
4740,"State Highway 38, Uttar Pradesh",MNJR,Manjhlepur,Uttar Pradesh,NR,"[81.178625, 25.994578]"
4741,"Mandya District, Karnataka",MGF,Mandagere,Karnataka,SWR,"[76.378905, 12.730158]"
4742,"Padmapur, Orissa",GADH,Goaldih,Orissa,?,"[85.54626499999999, 21.726323]"
4743,"Jehanabad, Bihar",MDE,Makhdumpur Gaya,Bihar,ECR,"[84.979105, 25.077130999999998]"
4744,"National Highway 32, Jharkhand",MHQ,Mahuda,Jharkhand,SER,"[86.27078300000001, 23.747481]"
4745,"Maheshmunda, Jharkhand",MMD,Maheshmunda,Jharkhand,ER,"[86.38903300000001, 24.232416]"
4746,"Sibsagar, Assam",MRHT,MORANHAT,Assam,NFR,"[94.9193076, 27.1829782]"
4747,"Motimarri Station, Andhra Pradesh",MTMI,MOTIMARI,Andhra Pradesh,SCR,"[80.320896, 16.956602]"
4748,"Thoothukudi, Tamil Nadu",MVN,MILAVITTAN,Tamil Nadu,SR,"[78.087335, 8.811577000000002]"
4749,"Mundka, Delhi NCT",MQC,MUNDKA,Delhi NCT,NR,"[77.0285688654, 28.6884911989]"
4750,"Purna, Maharashtra",MRV,MARSUL,Maharashtra,SCR,"[77.09815599999999, 19.233398]"
4751,"State Highway 64, Tamil Nadu",MY,MALLIYAM,Tamil Nadu,SR,"[79.595866, 11.079116]"
4752,"National Highway 15, Rajasthan",MOPR,MOHANPURA,Rajasthan,NR,"[73.845031, 29.992445]"
4753,"Satara, Maharashtra",MSR,MASUR,Maharashtra,CR,"[74.14420899999999, 17.404241]"
4754,"Erode - Unjalur - Kodumudi - Karur Rd, Tamil Nadu",MPLM,MARTHIPALAYAM,Tamil Nadu,SR,"[78.023359, 11.021579000000001]"
4755,"Ahmedabad, Gujarat",NRD,NARODA,Gujarat,WR,"[72.658017, 23.085662]"
4756,"State Highway 64, Uttar Pradesh",MUUA,MAHUAWA KHURD,Uttar Pradesh,NER,"[83.59392199999999, 26.854361]"
4757,"Mehsana, Gujarat",MSH,MAHESANA JN,Gujarat,WR,"[72.388708, 23.602623]"
4758,"Nilaje, Maharashtra",NIIJ,NILAJE,Maharashtra,CR,"[73.079908, 19.155061999999997]"
4759,"Chombala, Kerala",MUKE,MUKKALI,Kerala,SR,"[75.55036199999999, 11.68423]"
4760,"Manabar Station, Orissa",MVF,MANABAR,Orissa,ECoR,"[82.695903, 18.839732]"
4761,"JLB Road Mysore, Karnataka",MYS,MYSORE JN,Karnataka,SWR,"[76.646013, 12.318946]"
4762,"Veerlapally, Andhra Pradesh",MRF,Marpalli,Andhra Pradesh,SCR,"[77.771485, 17.54542]"
4763,"Shimoga, Karnataka",MSS,Masarahalli,Karnataka,SWR,"[75.735905, 13.804192]"
4764,"Malotipur Railway Station, West Bengal",MPE,Malatipur,West Bengal,ER,"[88.76282300000001, 22.651892]"
4765,"Napasar, Rajasthan",NPS,Napasar,Rajasthan,NWR,"[73.56399, 27.980942000000002]"
4766,"Dharmapuri, Tamil Nadu",MZU,Marandahalli,Tamil Nadu,SWR,"[78.01732899999999, 12.388944]"
4767,"Phagwara - Mohali Expy, Punjab",MXP,Malupota,Punjab,NR,"[75.965393, 31.184014]"
4768,"State Highway 33, Uttar Pradesh",MPG,Manpur Nagaria,Uttar Pradesh,NER,"[78.818201, 27.908304]"
4769,"Mattagajpur, Orissa",MTND,Mattagajpur,Orissa,ECoR,"[85.946128, 20.441551999999998]"
4770,"Bardhaman, West Bengal",PAW,PANDABESWAR,West Bengal,ER,"[87.277416, 23.711965]"
4771,"Maihar, Madhya Pradesh",MYR,MAIHAR,Madhya Pradesh,WCR,"[80.763148, 24.255485]"
4772,"Nibkarori, Uttar Pradesh",NBUE,NIBKARORI,Uttar Pradesh,NCR,"[79.40995965580001, 27.3287489158]"
4773,"Parbhani, Maharashtra",PBN,PARBHANI JN,Maharashtra,SCR,"[76.774119, 19.257460000000002]"
4774,"Purna, Maharashtra",PAU,PURNA JN,Maharashtra,SCR,"[77.024985, 19.180526999999998]"
4775,"Osiyan, Rajasthan",OSN,OSIYAN,Rajasthan,NWR,"[72.899779, 26.729223]"
4776,"New Gitaldaha, West Bengal",NGTG,New Gitaldaha,West Bengal,NFR,"[89.5868746, 26.0707762]"
4777,"Pamban, Tamil Nadu",PBM,PAMBAN JN,Tamil Nadu,SR,"[79.213482, 9.279729]"
4778,"National Highway 79, Rajasthan",ORDI,ORDI,Rajasthan,WR,"[74.6304202759, 24.835766629899997]"
4779,"MDR 74C, Uttar Pradesh",NM,Naimisharanya,Uttar Pradesh,NR,"[80.484435, 27.355137]"
4780,"Karur, Tamil Nadu",PALM,PALAIYAM,Tamil Nadu,SR,"[78.129081, 10.718615000000002]"
4781,"State Highhway 55, Gujarat",PHC,PANCHOT,Gujarat,WR,"[72.339879, 23.635161999999998]"
4782,"Hingoli, Maharashtra",NVLN,NAWALGOHAN,Maharashtra,SCR,"[77.1232722153, 19.7986346861]"
4783,"Nileswaram, Kerala",NLE,NILESHWAR,Kerala,SR,"[75.13575, 12.255885000000001]"
4784,"Nawada, Bihar",NWD,NAWADIH,Bihar,ECR,"[85.54864500000001, 24.886758]"
4785,"Near CAN plant nangal, Punjab",NNGL,Naya Nangal,Punjab,NR,"[76.35421099999999, 31.378961]"
4786,,JMM,JAIMURTINAGAR F,,,"[85.066065, 26.836932]"
4787,"Madappallly, Kerala",NAU,NADAPURAM ROAD,Kerala,SR,"[75.575581, 11.639509]"
4788,"State Highway 38, Uttar Pradesh",NHF,Nihasta Halt,Uttar Pradesh,NR,"[80.92503500000001, 26.212312999999998]"
4789,"SH 19 Junction Mandya District, Karnataka",PANP,PANDAVAPURA,Karnataka,SWR,"[76.681387, 12.463018]"
4790,"Dharwad - Hubli Hwy, Karnataka",NVU,NAVALUR,Karnataka,SWR,"[75.055491, 15.415517999999999]"
4791,"Thiruvananthapuram, Kerala",NYY,NEYYATTINKARA,Kerala,SR,"[77.08111000000001, 8.41041]"
4792,"Nangal Pathani, Haryana",NLQ,Nangal Pathani Halt,Haryana,NWR,"[76.496786, 28.364489]"
4793,"Puttur subrahmanya state highway 100, Karnataka",NRJ,Narimogaru,Karnataka,SWR,"[75.29242739200001, 12.7463856826]"
4794,"Ranchi, Jharkhand",NRKP,Narkopi,Jharkhand,SER,"[85.0156235815, 23.3756204426]"
4795,"Ghansor, Madhya Pradesh",GNS,Ghonsor,Madhya Pradesh,SECR,"[79.95091, 22.658083]"
4796,"Nanpara, Uttar Pradesh",NNP,Nanpara Junction,Uttar Pradesh,NER,"[81.512594, 27.859887]"
4797,"NMGY, Assam",NMGY,Numaligarh,Assam,NFR,"[93.865713, 26.601184]"
4798,"Midwest, Uttar Pradesh",NPR,Nepalganj Road,Uttar Pradesh,NER,"[81.60073, 28.010872]"
4799,"State Highway 27, Madhya Pradesh",NKR,Nimar Kheri,Madhya Pradesh,WR,"[76.150998, 22.11119]"
4800,"Nautanwa, Uttar Pradesh",NTV,Nautanwa,Uttar Pradesh,NER,"[83.42129700000001, 27.42688]"
4801,"Trchy - Pudukottai - Ramanathapuram Rd, Tamil Nadu",NTM,Narthamalai,Tamil Nadu,SR,"[78.78913999999999, 10.506577]"
4802,"National Highway 74, Uttarakhand",PAQ,PADIYA NAQLA,Uttarakhand,NER,"[78.90761, 29.085837]"
4803,"Pakhna, Uttar Pradesh",PKNA,PAKHNA,Uttar Pradesh,NCR,"[79.304318, 27.302522]"
4804,"Parangipettai, Tamil Nadu",PO,PARANGIPETTAI,Tamil Nadu,SR,"[79.73604499999999, 11.476847000000001]"
4805,"State Highway 67, Uttar Pradesh",PPH,PIPRI DIH,Uttar Pradesh,NER,"[83.500574, 25.879046]"
4806,"State Highway 9, Uttar Pradesh",PPU,PIPARPUR,Uttar Pradesh,NR,"[82.038949, 26.137823]"
4807,"Putlacheruvu, Andhra Pradesh",PSLP,PASALAPUDI,Andhra Pradesh,SCR,"[81.095153, 16.470923000000003]"
4808,"Coastal Andhra Region, Andhra Pradesh",OTR,MOTURU,Andhra Pradesh,SCR,"[81.051142, 16.439968999999998]"
4809,"SH 1, Rajasthan",PDZ,PILIODA,Rajasthan,WCR,"[76.86438199999999, 26.606366]"
4810,"Diwan Khera, Rajasthan",PJK,PANJ KOSI,Rajasthan,NR,"[74.057408, 30.137676000000003]"
4811,"National Highway 15, Punjab",PKK,PAKKI,Punjab,NR,"[74.35550400000001, 30.164759]"
4812,"Nizamabad, Andhra Pradesh",NVT,NAVIPET,Andhra Pradesh,SCR,"[78.013194, 18.770457]"
4813,"Washim, Maharashtra",PGG,PENGANGA,Maharashtra,SCR,"[77.1230451306, 19.9603213601]"
4814,"Paliba Station, Orissa",PBV,Paliba,Orissa,ECoR,"[82.695712, 18.659914999999998]"
4815,"Usmanpur, Maharashtra",PDG,PARADGAON,Maharashtra,SCR,"[76.14738700000001, 19.629143]"
4816,"Jind, Haryana",PPDE,PANDU PINDARA,Haryana,NR,"[76.37130800000001, 29.307976]"
4817,"Pulicherla Station, Andhra Pradesh",PCL,Pulicherla,Andhra Pradesh,SCR,"[79.040396, 13.598983]"
4818,"Banda(05192-224813), Uttar Pradesh",BNDA,BANDA JN,Uttar Pradesh,NCR,"[80.336246, 25.477677]"
4819,"Delhon Pakhowal Rd, Punjab",QRP,KILA RAIPUR,Punjab,NR,"[75.82748600000001, 30.759177]"
4820,"Phalodi, Rajasthan",PLCJ,PHALODI JN,Rajasthan,NWR,"[72.36686300000001, 27.124914]"
4821,"State Highway 30, Uttar Pradesh",PDR,Payagpur,Uttar Pradesh,NER,"[81.776186, 27.407067]"
4822,"Lalgola, West Bengal",PRDG,PORADANGA HALT,West Bengal,ER,"[88.2261646533, 24.2602726462]"
4823,"Namakkal, Tamil Nadu",PAS,PASUR,Tamil Nadu,SR,"[77.85708699999999, 11.236640999999999]"
4824,"Purbasthali, West Bengal",PSAE,PURBASTHALI,West Bengal,ER,"[88.323896, 23.453302]"
4825,"Makri Rail Station, Assam",PNVT,PANCHARATNA,Assam,NFR,"[90.55599600000001, 26.158866]"
4826,"Semari - Bisokhar Rd, Uttar Pradesh",PPW,Pachperwa,Uttar Pradesh,NER,"[82.657808, 27.528038]"
4827,"NH54, Assam",PKB,PATHARKHOLA S,Assam,NFR,"[93.1029777271, 25.7789313494]"
4828,"A T Rd, Assam",PNT,PANITOLA,Assam,NFR,"[95.2499423993, 27.4967510918]"
4829,"Madurai - Thondi Rd, Tamil Nadu",PNGI,Panangudi,Tamil Nadu,SR,"[78.612621, 9.921168999999999]"
4830,"Rustumpur, Karnataka",PCH,PACHHAPUR,Karnataka,SWR,"[74.672174, 16.093145]"
4831,"Wathar-Koregaon Rd, Maharashtra",PLV,PALSI,Maharashtra,CR,"[74.111907, 17.812195000000003]"
4832,"Prasadpur, Uttar Pradesh",PRSP,PRASADPUR,Uttar Pradesh,NER,"[80.08117200000001, 28.54694]"
4833,"Sahibganj, Uttar Pradesh",PJ,Peppeganj,Uttar Pradesh,NER,"[83.294438, 26.930569]"
4834,"Palanpur, Gujarat",PN,PANSAR,Gujarat,WR,"[72.47975, 23.307875]"
4835,"South Blvd, Puducherry",PDY,Puducherry,Puducherry,SR,"[79.828127, 11.925445999999999]"
4836,"Ranchi, Jharkhand",PIS,Piska,Jharkhand,SER,"[85.20610187930001, 23.3295427441]"
4837,"Paduwa Station, Orissa",PFU,Padua,Orissa,ECoR,"[82.687882, 18.396743999999998]"
4838,"Krishna, Andhra Pradesh",NUJ,Nujella,Andhra Pradesh,SCR,"[81.022402, 16.386599]"
4839,"Sherpur Dhamua Rd, West Bengal",HT,Hotar,West Bengal,ER,"[88.39900800000001, 22.308540999999998]"
4840,"National Highway 75, Jharkhand",PRSL,Pandrasali,Jharkhand,SER,"[85.806909, 22.63341]"
4841,"Srikakulam District, Andhra Pradesh",PHM,Patapatnam,Andhra Pradesh,ECoR,"[84.081469892, 18.7407526287]"
4842,"Sadh Nagar I, Delhi NCT",PM,PALAM,Delhi NCT,NR,"[77.09295, 28.585656]"
4843,"State Highway 6, West Bengal",PTAE,PATULI,West Bengal,ER,"[88.25171385990001, 23.5475854116]"
4844,,BKIT,BINKADAKATTI,,,"[75.5954738599, 15.4367140478]"
4845,"Pandharpur Ph:02186-223227, Maharashtra",PVR,PANDHARPUR,Maharashtra,CR,"[75.319283, 17.66849]"
4846,"MDR 79, Rajasthan",ROS,RAJOSI,Rajasthan,NWR,"[74.671814, 26.312897]"
4847,"Rajkot, Gujarat",RJT,RAJKOT JN,Gujarat,WR,"[70.803446, 22.312206]"
4848,"Indore, Madhya Pradesh",INDB,INDORE JN BG,Madhya Pradesh,WR,"[75.868429, 22.71757]"
4849,"Shivani Rd, Karnataka",RGI,RAMGIRI,Karnataka,SWR,"[76.1254542236, 13.9501446899]"
4850,"Belagavi, Karnataka",RBG,RAYBAG,Karnataka,SWR,"[74.80682566349999, 16.483374512]"
4851,"Vijaynagar, Rajasthan",SBNR,SHRI VIJAINAGAR,Rajasthan,NWR,"[73.523389, 29.240493999999998]"
4852,"Gwalior, Madhya Pradesh",PNHR,PANIHAR,Madhya Pradesh,WCR,"[78.014931, 26.099221]"
4853,,KRBR,KERKHABARI,,,"[90.625041, 26.300344]"
4854,"damkora, Rajasthan",PVZ,Parvezpur,Rajasthan,NWR,"[75.728178, 28.510828]"
4855,"Puranpur, Uttar Pradesh",PP,PURANPUR,Uttar Pradesh,NER,"[80.150951, 28.514911]"
4856,"Marwar, Rajasthan",RKZ,RAJKIAWAS,Rajasthan,NWR,"[73.52353600000001, 25.75038]"
4857,"Ramanagara, Karnataka",RMGM,RAMANAGARAM,Karnataka,SWR,"[77.283451, 12.720096]"
4858,"State Highway 122, Gujarat",RKY,KOTHARIYA,Gujarat,WR,"[70.81438200000001, 22.176807]"
4859,"State Highway 233, Gujarat",RBR,RIBADA,Gujarat,WR,"[70.80095200000001, 22.124961]"
4860,"Chimne Wala, Punjab",CKA,Chak Pakhhewala,Punjab,NR,"[74.19716, 30.434234]"
4861,"Ratnagiri 02352228951, Maharashtra",RN,RATNAGIRI,Maharashtra,KR,"[73.356938, 17.002793]"
4862,,MIX,Manipuram Cabin,,,"[80.45759, 16.29953]"
4863,"National Highway 34, West Bengal",REJ,Rejinagar,West Bengal,ER,"[88.259255, 23.850089999999998]"
4864,"Nathang, Orissa",RHMA,Rahama,Orissa,ECoR,"[86.405224, 20.298605]"
4865,"State Highway 2, Madhya Pradesh",RMPH,Rampahari,Madhya Pradesh,NCR,"[77.357146, 26.2365]"
4866,"State Highway 13A, Uttar Pradesh",RDV,Radha Balampur,Uttar Pradesh,NR,"[81.107034, 26.083856]"
4867,"Mehrana, Haryana",PUW,Patuwas Mehrana,Haryana,NWR,"[76.33368800000001, 28.557035]"
4868,"Maudaha, Uttar Pradesh",RGU,Ragaul,Uttar Pradesh,NCR,"[80.129683, 25.686945]"
4869,"Patiyara, Uttar Pradesh",PTYR,Patiyara,Uttar Pradesh,NR,"[80.476502, 26.627948]"
4870,"Koteparu, Andhra Pradesh",PUMU,Penumarru,Andhra Pradesh,SCR,"[80.77586000000001, 16.131433]"
4871,"Rangaliting, Assam",RNGG,Rangaliting,Assam,NFR,"[93.918286, 26.656417]"
4872,"Rayanapad Station, Andhra Pradesh",RYP,RAYANAPAD,Andhra Pradesh,SCR,"[80.562937, 16.577504]"
4873,"Ramanathapuram, Tamil Nadu",RMD,RAMANATHAPURAM,Tamil Nadu,SR,"[78.83686200000001, 9.358387]"
4874,"Unnao, Uttar Pradesh",SFPR,Safipur,Uttar Pradesh,NR,"[80.35476700000001, 26.744343999999998]"
4875,"Jhunjhunu, Rajasthan",RSH,Ratan Shahr,Rajasthan,NWR,"[75.52398098632693, 28.158119435028283]"
4876,"Jhilmili, Madhya Pradesh",JLY,Jhilmili,Madhya Pradesh,SECR,"[79.154333, 22.054052000000002]"
4877,"Sindhavadar, Gujarat",SDD,SINDHAWADAR,Gujarat,WR,"[70.894135, 22.546528000000002]"
4878,"Dam Inspection Rd, Karnataka",SII,SITIMANI,Karnataka,SWR,"[75.865598, 16.31992]"
4879,"Nanded, Maharashtra",SHSK,SAHARSRAKUND,Maharashtra,SCR,"[78.00795299999999, 19.402665]"
4880,"Sunam, Punjab",SFM,SUNAM,Punjab,NR,"[75.808761, 30.130335000000002]"
4881,"Lathi, Rajasthan",SBLT,SHRI BHADRIYA LATHI,Rajasthan,NWR,"[71.515941, 27.030421]"
4882,"Siswa Bazar, Uttar Pradesh",SBZ,SISWA BAZAR,Uttar Pradesh,NER,"[83.7563490747, 27.1495669522]"
4883,"Sugauli, Bihar",SGL,SAGAULI JN,Bihar,ECR,"[84.73934, 26.758187]"
4884,"National Highway 79, Rajasthan",SGW,SINGWAL,Rajasthan,NWR,"[74.68275899999999, 26.061014999999998]"
4885,"Mangaliyawas, Rajasthan",SDH,SARADHNA,Rajasthan,NWR,"[74.5662047516, 26.340426012400002]"
4886,"Belagavi, Karnataka",SBH,SULEBHAVI,Karnataka,SWR,"[74.641724, 15.912563]"
4887,"Mahpur Sadat Marg, Uttar Pradesh",SDT,SADAT,Uttar Pradesh,NER,"[83.308384, 25.673309]"
